,Text,label
494,আপা আমার বিয়া হয়না কালা দেইখা সব বেডারা ছলে যায়।,1
495,"ডাইনি, রাক্ষসীর মত লাগছে",1
496,"হাসিতে হইলাম পাগল,",0
497,নাটক করা বাদ দিয়ে সুধু ফেসবুকে ছবি আপলোড,0
498,তোর তুতলামির নেকামি ছারবি,1
499,মন আমার কেমন কেমন করে রে,0
500,হাসিটা জোস ছিলো,0
501,"বেহায়া নির্লজ্জ দায়ুজ মহিলা, শরীরের সাইজতো মাসাল্লাহ দেখলে ভয় করে,উপর নিচ এক সাইজ, স্বামী থাকতেও যে কিনা অন্য পুরুষের সাথে ভিবিন্ন জায়গায় ঘুরে, তোর স্বামী দেখেনা এসব",1
502,তোমাকে দেখতে কাল গেছিলাম টিকিট পাইনি,0
503,কফি খেয়ে খেয়ে ভালোই উন্নতি হচ্ছে শরীরের,0
504,হেতি তো বাংলা ভাষা বলতে পারে না..!!পকির গরীব,1
505,তিন সুন্দরী একসাথে,0
506,মোটা ভালোই হয়েছে,1
507,এখন আবার তোমাকে চকিনা পাগলির মতো লাগতেছে,1
508,ভুতুড়নি বেহায়া বুড়ি।,1
509,মুখের সাইজ ৮০বছরের বুড়ার হুলের মতো হয়ছে,1
510,"বর কি ডাইভার, ছোট খাটো হাতি,",1
511,ইশ গায়ের এই রং নিয়ে আসছে প্রতিযোগিতায় নাম দিতে 😏,1
512,এটা আবার কোন পাগল,1
513,এই সব মহিলাদের জন্য টিক টকের এই অবস্থা মানুষ ঘৃণা করে,1
514,"কাজল চোখের মেয়ে,",0
515,হ্যাঁ ক্রীম আপার অনেক যোগ্যতা অশালীনতা ছড়ানোই পারে,1
516,পাগলদের সাথে মশকরা করতে বাচ্চা রা ভালোবাসে,1
517,আপনি একটা কুকুর ও শকুনাধম,1
518,তিনজন ভাললাগার মানুষ যখন একসাথে,0
519,সিডিউস হয়ে গেলাম বেবিই,0
520,মিস করে দিলাম,0
521,বুইড়া বেডি কি ন্যাকামি গুলা করেফালতু,1
522,আমার বউটা,0
523,কিরিম আপার দাঁত গুলো খুব সুন্দর,0
524,"আমার বউ, তোমাদের ভাবি",0
525,মোগো বরিশাইল্লা আফায়,1
526,"বিবাহ বার্ষিকীতে আপনার স্বামী আপনাকে দেখে, আপনার সাজ দেখে আজকেই তালাক দিবে",1
527,হিজলা আপু কেমন আছত,1
528,খুব সুন্দর লাগছে আপু,0
529,এই সাজ দেখে ভূত ভয় পেয়ে স্টক করে মরে যাবে,1
530,পাইলার কালি দিলেন না আফা,1
531,এই সাজেই সুন্দর লাগে,0
532,আজকে আমাগো মসজিদে  মিলাদুন নবি উপলক্ষে জিলাপি খাওয়ানো হবে সবার দাওয়াত রইলো...,0
533,ছেলেদের থেকে মেয়েরা বেশি অনুপ্রেরণা পায়,0
534,কার সাথে,0
535,ক্রিম আপুর মুখ একরকম হাত আরেক রকম কেন,1
536,পাগলি খালা🤣,1
537,তোকে সচলে ভূতের মতন লাগে,1
538,মৎস্য কন্যা,0
539,অনেক সুন্দর,0
540,পরিবেশের সাথে আপনিও সুন্দর,0
541,ভূত হালাই কত দিন ধইরা জানি রক্ত খাই নাই,1
542,কাম সারছে। পুড়া মুরগী।কতো সহজ সরল মেয়েটা,1
543,তোমাকে দেখে আমি নেশান্বিত,0
544,"ওওও,,, আমি তো ভুলেই গেছিলাম যে আজকে তোমার আর আমার বিবাহ,,,,লেহেঙ্গা টা পড়লে ভালো হতো.. আমি  পাঞ্জাবি পড়তাম",0
545,"আহ,  আমার জীবনের গোল নিয়ে কেউ যদি আমাকে বুঝাতো,কেউ যদি আমায় বলতো আমি কোন জিনিসটাতে ভালো আহ, আমার কোনো গোল নাই",0
546,এই মহিলার মাথায়ও সমস্যা আছে,1
547,একটা পুরুষ যে কতোটা আগলে রাখে তার পরিবার কেবল পুরুষ মানুষ ই বলতে পারেন।,1
548,তুমি এতো সুন্দর কেন..,0
549,"ছী,,,, দাঁত,, দেখে,,, ঘৃণা করে",1
550,"বউ হবে নির্ভরশীল, থাকবে গোলামের মতো",1
551,তুই তাকালে থমকে দারায় আমার বুকের বাপাশ,0
552,আপনাকে নীল শাড়িতে দেখতে চাই আপু,0
553,তৃতীয় লিঙ্গের মানুষেরা অনেক এগিয়ে যাচ্ছে ভালোই লাগে।,1
554,ছেলেকে মাদ্রাসায় পরায়ে নিজে নেংটা হয়ে চলে,1
555,এসব নিলজ্জ নারীদের কারনে দুনিয়া শেষ হয়ে গেলো,1
556,ফকিন্নির মত লাগতেছে,1
557,"অস্থির প্রিয় অস্থির,,,,,,,,, আবারও মনের ভিতর একটু নাড়া দিয়ে গেলা,,,,,",0
558,তুই তাকালে থমকে থাকে আমার বুকের বা পাশ,0
559,এই প্রথম কোনো সাজ বমি বমি লাগতিছে,1
560,ওর চেহেরায় এত কামুকতা থাকে কেনো.?,0
561,ধুকাবাজী,0
562,কি অসাধারণ দেখতে লাগছে তোমাকে...!!,0
563,শুভ জন্মদিন ভাইয়া  আমি একজন আদর্শ শিক্ষক হতে চাই,0
564,তুমি সুন্দরী,0
565,চবিতে আসো,0
566,প্রথম মনে করছি ইন্ডিয়ার গরু পরে দেখি হাতি,1
567,খাওয়া দেখলে মনে হয় যেনো কত জনম ধরে না খেয়ে আছে,1
568,ওহে কাজল চোখের মেয়ে তোমায় দেখলে হারিয়ে জাই মুগ্ধ এক জগতে।,0
569,মেহ আপি আপনি দেখছি দিন দিন কিউট হয়ে যাচ্ছেন,0
570,এক বুক ভালোবাসা,0
571,তুমি সুন্দর না হলে কাঠগোলাপ সুন্দর হতো।,0
572,পরিবেশ টা ঠিক আপনারই মতো,0
573,কি সুন্দর কি সুন্দর!,0
574,পোস্টকারী নিজেই তো অসভ্য। ছেলে হয়েও হিজরাদের মতো চলে। আবাল,1
575,সাবধান সাকিব খান কিন্তু নিউইয়র্কে নিয়ে প্রেগন্যান্ট করে দেয়!,0
576,রান্না গররদে এডে মৃগী রোগীর মত কা গরর,1
577,কালো হয়ে হলুদ রংয়ের জামা কে পরে আজব! তোকে এসব রং মানায় না 🙄,1
578,মাথায় সমস‍্যা আছে আপনার আপু,1
579,জাতীয় ক্রাশ,0
580,বস্তুির মতো লাগবে,1
581,নিজে এক ভূত সাজাইতেছে আরেক টা ভূত,1
582,সুতমারাওনি লাগতাছে,1
583,নাম তার মন্টি,0
584,আপনার সাথে কখন যে দেখা হবে,0
585,ফকিন্নির রান্না ও করতে যানে না,1
586,প্রিয়  চাঁদের রূপ তা যেন তোমার হাসিতে ফুটে ওঠেছে,0
587,কিরিম আপার গোয়াটা অনেক সুন্দর,1
588,ভিডিও ছাইরা দেই,0
589,কি আর বলবো,0
590,"এর খৃস্টান, এটা ওনাদের কালচার, আর আমরা বাঙ্গালীরা না জেনে বুঝে নাচানাচি করি।।।।আজ এরা সাদা গাউন পরে এই পিক তুললে কোন সমস্যা ছিল না",1
591,সৈয়দপুরের  তামান্না হলে গিয়ে  ১০ জন ছবি দেখলাম,0
592,"এইযে চাচা দিলাম তোমায় তুসি, এবার মন ভরে খাও তুমি..........",0
593,"যত মাছের মাথা খাবি ততো তোর পাগলামি বেড়ে যাবে,, বুঝছিস! বেশি মাথা খাসনা র‌ই পাগলি!",1
594,"ফিনিশিং টা আরেকটু ভালো হইলেই দশে দশ পাইতা,সমস্যা নাই,পরের বার হবে ইনশাল্লাহ।",0
595,আকাশের পরী মাটিতে কেনো,0
596,আমাদের সেই মেহু না,0
597,আগুন,0
598,আমাকে দেখা যাচ্ছে না,0
599,গেলো গাভী আপু পানিতে,1
600,তিনটাই ক্রাশ একসাথে,0
601,স্বপ্নতো একটাই সেটা হলো  জান্নাত চাই,0
602,শাড়িতেই নারী,0
603,"একটু ডায়েট কর বইন,, মোট হয়ে চ্যাপ্টা হয়ে গেছ",1
604,একেবারে ডানাকাটা ডাইনি,1
605,আমার তিন ক্রাশ একসাথে,0
606,সুন্দর,0
607,নাস্তিক সম্প্রদায়ের মাথাব্যথা তারা কোরবানি নিয়াও অযাচিত মত প্রকাশ করে,1
608,সুন্দর নাইকা শ্রী দেবি,0
609,তোতলামি অফ কর,1
610,খাচ্ছ র মহি,1
611,হবিগঞ্জ এসে ভাসিয়ে দিয়ে যাও,0
612,পা তো কালা লাগতাছে আন্টি কিরিম মাইখা আসেন নাই,1
614,লাগে কেমন শয়তানের মতো কচুর হট,1
615,রাজীব কোথায়,0
616,বুড়ো কালে কত ঢং করবি,1
617,আর দেখলেই বুমি আসে ছি,1
618,কাইলানি,1
619,মানুষের সৌন্দর্য চিরস্থায়ী নয়,0
620,জিবনেও ভালো হইবো না এই বেডি,1
621,ডাইনির মতো লাগতাচে,1
622,এভাবে হেসো না প্রিয় প্রেমে পড়ে যাই,0
623,কক্সবাজার এ স্বাগতম বস,0
625,তোর গুষ্ঠির কেউ কোনোদিন রেস্টুরেন্টে গেছিলোরে??,1
626,কারণ মেকআপ গরীবরা কেনে না,1
627,ভয়ংকর সুন্দর,0
628,সালার পাগল ছাগল কেমনে ভাইরাল হয় আমার মাথায় ধরে না।,1
629,শুভ জন্মদিন আয়মান ভাই।।অনেক অনেক শুভকামনা।।,0
630,আপনার প্রায় সব নাটকেই দেখি আপনারে খাইয়া দেয় এর আসল কারণটা কি!,0
631,_Lovely মেহুয়া-    এবার বিয়ে টা করো মেহু  আদনান আর তোমাকে একসাথে দেখতে চাই,0
632,বঙ্গ পরী,0
633,লিপিস্টিক মারা ফকিন্নি,1
634,সাথে যদি আমি থাকতাম,0
635,কি একটা হাসি! এই হাসিটাকেই তো খুব ভালোবাসি,0
636,দুটোই কাইর্লা খচ্চর,1
637,ডানাসহ পরী,0
638,ভুত এতো কিরিম লাগানোর পরেও রোদে -- হয়ে যাওয়া কিরিম সুন্দরী,0
639,আমরা আছি সবাই,0
640,এভাবে তাকাইয়ো না হার্ড এটাক করবো।,0
641,পেন্ট ছিড়া,0
643,এইডা লাইভে দেখা বাকি ছিলোঅসভ্য মহিলা আর কি করবে ভাইরাল হওয়ার জন্য আল্লাহ ই জানে,1
644,সুন্দরী আপুটাহ,0
645,ভাইয়া আপনার ভিডিও গুলো সত্যিই অসাধারণ,0
646,আফা তুমাকে পরির মত লাগছে,0
647,তুমি ও তো কম সুন্দর না,0
648,বেশি সাদা হয় নাই আফা,1
649,এই আবালচুদার বাল লোকের গাড়ির সিটে বসে আছিস কে,1
650,ওমা আজকে বিলাইয়ের মতো লাগতাছে,1
651,"মন পাগল আছে, দেশে আবারও পাগলে ভরে গেলো",1
652,অধ্যাপক হতে চাই পাবলিক বিশ্ববিদ্যালয়ের,0
653,ভাইয়া একদিন বগুড়া আসেন না,0
654,কাইল্লা,1
655,"দেশে এমনে দুর্নীতি, স্বজনপ্রীতির জন্য চাকরি হয় না.... তার উপর আবার চাকরিতে হেনতেন আবিজাবি কত রকমের কোটা অন্তর্ভুক্ত!",0
656,আপু আপনার হাসি টা অনেক সুন্দর,0
657,তরে দেখলে বমি আসে,1
658,কামাল না আপনার কান কাটছিলো?,0
659,কথায় আছে দুই মেয়ে একসাথে কিছু করতে পারেনা থাকতেও পারে না।,1
660,হাওয়া,0
661,ছোট্ট হাতি,1
662,কিরিম আফা খালি খায় আর খায়!,1
663,- খ্রীষ্টান ধর্ম বলেঃ- নারীরা নরকের দ্বার,0
664,আদনান আল রাজিব কোথাই??,0
665,তোমার হাসি দেখার পর পরিবেশ সুন্দর নাকি দেখমু কেমনে,0
666,আমি শুধু মানুষ হতে চাই এই গ্রহে মানুষ হয়ে জন্মে।,0
667,দিন দিন মানসিক প্রতিবন্ধি হচ্ছো তা কি যানো।,1
668,-বাস্তবে পাই বা না পাই কল্পনায় তুমি আমার!,0
669,কিরে তোগো দাদুর কথা মনে নাই নাকি,0
670,"আপু আর রাত জেগো না,মুখে আর ব্রণ হবে না",1
671,আমি প্রধানমন্ত্রী হলে পুরো দেশ বদলে দিতাম!,0
672,কফি টা খাইয়েন না সান সাইন এ অনেক হট হয়ে গেছে,0
673,ভাল্লাগে না বারা,0
674,নিউইয়র্ক ভালো জায়গা না ফিরে এসো,0
675,বেদের মেয়ে জোসনা তোর থেকে আরো বেশি সুন্দর ছিল,1
676,কিউরেটর ডিব্বা,0
677,কাজল চোখের মেয়ে,0
678,ভাই তুশিকে বউ সাজতে নিষেধ কর।,0
679,আমি আমার সপ্নকে পূর্ণ করার লক্ষে আপনার থেকে inspire হয়েছি।,0
680,আর কয়েক টা ক্রীম মাখলেই মুখের কালার আর ড্রেসের কালার এক হয়ে যেত,1
681,তোর মেকাপ একটুও সুন্দর না,1
682,দেশের যেকোনো বিল পরিশোধ করুন কোনো চার্জ ছাড়ায়  বিকাশের মাধ্যমে,0
683,বস্তির মতো সাজো কেনো অভদ্র মহিলা,1
684,বরাবরই সুন্দর আপনি,0
685,ওরে আমার জান টাহ,0
686,যতো তাড়াতাড়ি সম্ভব ওখান থেকে দৌড় মারেন নাহলে রিকশাওয়ালা এসে দেখলে তার বউ ভেবে আপনাকে নিয়ে যাবে,1
687,এক্কেবারে গার্মেন্টস কর্মীর মতো মেয়েটা,1
688,"ফালতু,নিজেরে যে বিশ্রি লাগে সেটাও বুঝেনা। খাচ্চর",1
689,পরিবেশটা থেকে,0
690,"মোটামুটি লেভেলের জলহস্তির একটুখানি জলকেলি,,,,,",1
691,"আমাদের পশ্চিমবঙ্গে ১৩ টা স্কুলে প্রায় ২৬০০০ students আসতো, মিনিমাম ১৫০০০ তো আসতোই",0
692,বাসাই আসার সময় ১ লিটার দুধ আর ৩ হালি ডিম নিয়ে আসিও।,0
693,ডানা কাটা বুড়ি,0
694,একটা পরী,0
695,তুমি খুব সুন্দর কিরিম আপি,1
696,আসার সময় আমার জন্যেও এক কাপ আইনো। আম্রিকার কফি খাইতে মুঞ্চায়,0
697,ভাল্লাগছে ভাই,0
698,রাক্কস নি তোর জন্য পাবনা পাগলা গারদ অপেক্ষা করতেছে তুই খুব দ্রুত পাগলা গারদের সাথে দেখা কর,1
699,আস্ত একটা বস্তি বেডি,1
700,দিয়া মুরগির ললি পপ খা দিয়ে মোটা হো,1
701,"হেতির বাম হাতে খায়,,হালার নডি, হেতির হেতে একটা হিজলা",1
702,হুদা বান্দরের মতো লাগে,1
703,তার চাইতেও বেশি সুন্দর তুমি,0
704,তোমার এই প্রতিবন্ধীর মতো লাফানো দেখেই ভয় পেয়ে ভারত সরকার টিকটক আর লাইকি এ্যাপস ব্যান করেছে,1
705,ভালোবাসার এবং অনুপ্রেরণার একজন মানুষ আপনি,0
706,তুষির ঠোট দুটো না উফফফ,0
707,তুমি বেশি সুন্দর,0
708,সাদা বান্দরনি লাগতেছে,0
709,২০০ বছরের বুড়ি,1
710,বানৱেৱ মতো দেখায়,1
711,একরাশ মুগ্ধতা-,0
712,পুরাই আগুন,0
713,শালীনতা বজায় রেখে পিক দিও কেমন এক বারে নিচে নাইমো না..,0
714,কি ব্যাপার রোকেয়ার দেখছি ২টা কান ই বিদ্যমান।...!!!How strange..!!,0
715,ভালোবাসা নিবেন ভাই,0
716,এইবার জোর করে হলেও ক্রিম আফারে বিয়েটা দিয়া দিমু বালটার বিয়ে না হলে এই বছরে ও বিয়ে খাওয়া হবেনা,1
717,"হ্যাঁ,,, ভুত এ দেখলেও ডরাইবো",1
718,গুলতি,0
719,আপনি এত ফর্সা কেমনে হইছেন,0
720,এই ফকিন্নি ফকিন্নি দরকার নাই,1
721,আপনাকে বাস্তবে দেখতে চাই,0
722,আমি 2032 সালের মধ্যে একজন সফল Cardiologist  হতে চাই,0
724,পরিবেশটা সুন্দর..,0
725,মুখটা প্রথমে টিয়া পাখির ঠোঁটের মতো করসো ক্যান,1
726,ছবি দিয়া কি করবো,0
727,ভাইয়া কোন সেক্টরে যেতে হলে  কি কি পদক্ষেপ নেওয়া লাগবে ভিডিওর মাধ্যমে বুঝিয়ে দিলে ভালো হয়,0
728,ভূত বেডি,1
729,পতিবন্ধি নাছতাছে,1
730,আমাকে তো দেখা যাচ্ছে,0
731,আপনি আরেকটু বেশি সুন্দর,0
732,আবিয়াতা মেয়ে ১ সন্তানের মা হতে যাচ্ছে,1
733,তোমাকে সবাই আধা মহিলা বলে,1
734,তোমরা সুন্দর,0
735,আপনাকে ঠিক হিজড়ার মত সাজিয়েছে।,1
736,মেকাপ ছাড়া পরী টারে আজকে পেত্নীর মতো লাগতেছে,1
737,ভাইয়া জানি না কেন!?,0
738,বিসিএস ক্যাডার,0
739,কিরিম লাগান ছাগলডা রে,1
740,পুরো সিনেমাই দেখলাম।।আগা মাথা পাইলাম না,0
741,তুমি আমার হাওয়া,0
742,"আমার কাজল চোখের মেয়ে,তোমার চোখে আর হারাইতে পারলাম কই?",0
743,আপু তোমাকে বুড়ী বুড়ী লাগে কেনো??,1
744,মুখের তো বেহাল অবস্তা!,1
745,আহো কাছে কাজল লাগিয়ে দি,0
746,শালা বুইড়া বেডি,1
747,সুন্দরী,0
748,নিরামিষভোজী ভোজী হই প্রকৃত হিন্দুদের,1
749,যেই না চেহারা আবার নাম রাখছে তার শারমিন শিলা,1
750,খুব সুন্দর যাও তুমি।আমরা পাশে অনেকদূর যাবে।।,1
751,আরেক চুতমারানি আইছে সাফাই গাইতে,1
752,রিক্সাওয়ালী হিসেবে ভালোই মানাইছে,1
753,ভুল করে একবার আমার সাথেও রুমান্টিকে চলে এসো। পরে  তোমার সাথে রাগ করে ব্রেকআপ করে নিবে।,0
754,এ বুয়া হারাদিন খালি খাওন খাওন হরো কা,1
755,এতদিন পরক্রিয়া করতে করতে শেষ,0
756,কথা দিয়ে কথা রাখা পৃথিবীর সবচেয়ে সুন্দর মানসিকতার পরিচয়!',0
757,তোমাকে বিয়ে করতে লাগবে না আমার অজুহাত,0
758,সুন্দর,0
759,নোংরা মেয়ে ছি,1
760,আমি নায়ক তুমি নায়িকা । চলো দুজনে পালাইয়া যাইগা,0
761,অনেক পছন্দের একজন আপনি,0
762,তোমার ন্যাকামি কথা গুলা একদম ঘৃন লাগে,1
763,"এটা এমন করে কেন, এই ছেমড়ি নিজেই এক গরু",1
764,এতো মুটা এটা কি ভাবে অভিনয় করব,1
765,খুব সুন্দর বাইদানী লুক দিয়েছে আপু তোমাকে শিলা!! লাভ ইউ শিলা!!,1
766,আইন্নেরা এভাবে একসাথে আর থাইকেন না প্লিজ...,0
767,পরী কি দারুন,0
768,আমি এটা এখনো দেখিনি।,0
769,"তোমারে দেখলেই তো ভয়ে কাঠ হয়ে যাবে ,দেখে মনে হচ্ছে বেডার পাশে একটা জীন বসে আছে।",1
770,সুন্দর লাগতেছে আন্টি,0
771,"স্যার, স্পোকেং ইংলিশের ওপর আপনাদের কোনো বই থাকলে কাইন্ডলি সাজেস্ট করুন।",0
772,ধর্মের জ্ঞান দেওয়া সহজ কিন্তু আমল করা তুমি যখন বেগানা নারীদের নাচ শিখাও তখন তোমার ধর্মের জ্ঞানগুলো কোথায়,1
773,বাংলাদেশে আপনার মত সবাই আগাই আসলে বাংলাদেশ পৃথিবীর ভিতর আইডল হবে যেমনি আমরা অস্ট্রেলিয়া দেখলে হা করে বলি সবাই শিক্ষিত সবাই বড়লোক এটি বাংলাদেশ হতে সময় লাগবে না আপনার মত যারা নিরলস ভাবে কাজ করে যাচ্ছে আর আপনাদের কথা অনুযায়ী সবাই যদি এটি মন দিয়ে করে …,0
774,তিন টে কিউটি এক সাথে,0
775,মানুষ  টা বুড়ো  হয়ছে কিন্তু  বয়স টা হয়নি বুজতে হবে,1
776,অসাধারণ সুন্দর লাগতাছে প্রিয় ক্রাশ,0
777,"ভাল্লাগেনাই, ফেক স্মাইল দিয়েছো বোঝাই যাচ্ছে।",0
778,রাক্ষসের মতো খায়,1
779,বেয়াদব মেয়ে থাপড় দিমুু,1
780,খাইয়া দেই,0
781,আহা কি হাসি,0
782,তর খাসি তর মতন অই,1
783,2 কেজি বেগুন নাফিজা টুসি পুরাই   আগুন,0
784,"আফা ও আফা আপনার "" সিন্ডিকেট "" ওয়েব সিরিজটা দেখলাম৷ সবাই অভিনয় দেখে মনমুন্ধ হয়ে গেছি।",0
785,দেখেই কাজের মেয়ে মনে হচ্ছে,1
786,বাচ্চাদেরকে সবাইকে যদি এভাবে স্বপ্ন দেখাতো!!,0
787,ছাগল মহিলা পুলিশের হাতে তুলে দেওয়া উচিত,1
788,পুরাই ভিলেন ভিলেন লাগতাছে,1
789,ছেছড়া ফকিন্নি,1
790,ক্রাশ খাইলাম ছোট্ট করে,0
791,"এবার বুঝলাম এই বেডি যে পাগল,, পাগলের লগে পাগলের দেখা মিলে",1
792,পরী,0
793,এমন করে তাকাইও না আমার  লজ্জা লাগের,0
794,আপাদি কালা কিরিম দিয়া ওদি ফসা হইতে পারেনা।,1
795,গালফ্রেন্ড হিসাবে তিনজনকেই চায়,0
796,পেতনি সাজিয়েছ আপু,1
797,মেয়ে মানুষ একটু গোলুমোলু না হলে সুন্দর লাগে না 😎,1
798,আপনার মত পেতনির মত সাজ দেখে বেডা ভয় পায়,1
799,নামাজ টা পড়ে তারপর না হয়...,0
800,পাগলী মহিলা,1
801,মাতাল বেডি এগুলো কি বলে,1
802,দেশি শ্রুতি হাসান,0
803,"দেশের সেরা ময়দা সুন্দরী আপনিই একাই আফা, তো আপনি মেকআপ করলে আমার BF পর্যন্ত ক্রাশ খাবে",1
804,আগে বাবতাম তুই নারী একন দেখি তুই হিজড়া,1
805,উহ্,0
806,"আপুর,, প্রেমে পড়ে গেছি,,,,",0
807,এইটা দেখলে প্রতিবন্ধী লাগে।,1
808,ময়দা আপু সেফুদা আপনাকে খুঁজতাছে,1
809,রানু মন্ডলের সুর টা দিলে আরো সুন্দর,1
810,বস্তির মেয়ে বস্তি হয় তার ব্যবহারে বুঝা যায় লাইভে কেউ এমন ভাবে কথা বলে,1
811,দেহা যার আপা,0
812,খাসিটা তোমার মতোই কিউট অাফা,1
813,সব পাখিগুলো একসাথে,0
814,পাগলের কাছে সাজতে আসছে,1
815,দেখতে বিশ্রী লাগতেছে মনে হয় মেকআপ শেষ হয়ে গেছে,1
816,"এক বান্ধবী তো সুস্থ ভাবে পৌছে গেছে, আরেকটা বান্ধবী কই?",0
817,শীতের আবির্ভাবের মাঝেও যেন উষ্ণ ছোঁয়া,0
818,নজর লাগব আফা,0
819,পাত্র সেনাবাহীনিতে অথবা পুলিশ এ হলে ভাল হয়।,1
820,মন চায় এই বেডিরে কি যে করতাম এই সব ঢং তো আর সহ্য হইতেছে না ফালতু মহিলা ছেলে কে মাদ্রাসায় দিয়ে নিজে এইসব করে মানসিক প্রতিবন্ধী বেডি বুড়া কালে হেতির ঢং বাড়ছে,1
821,টুসি ভাসছে আমার মনে,0
822,"বুড়ি মহিলা বয়স হবে ৫০,ভাব নেয় যেন 7 এ পড়ে",1
823,আপু মনে হয় দাঁতগুলো আজকেই ওয়াশ করছেন খুব সাদা চকচক করতেছে,1
824,দারুন লাগছে তোমাকে যে,0
825,তোমার বউ পরপুরুষ এর সাথে কি করে,0
826,ফকিন্নি জীবনে মনে হয় ড্রাগন ফল খাইনি,1
827,এই কালো গাভীটা এবারের কোরবানির ঈদের বড় চমক অনেক দামে বিক্রি হবে আসা করা যায়,1
828,হিজরা হিজরা লাগছে,1
829,তুমি রূপের আগুন দিলা পাগল করিয়া,0
830,কিরিম মনে হয় আর কাজ করে নাহ তাইতো কিরিম আফা এখন কাউয়া আফা হইয়া,1
831,প্রিয় অভিনেত্রী মেহু,0
832,-পৃথিবীর জানা-অজানা ও রহস্যে-রোমাঞ্চে ভরা বিভিন্ন,0
833,ইস..... এত সুন্দর একটা মানুষ কেমনে হয়,0
834,ভালোবাসা,0
835,দুইটাই হিজরা,1
836,যত ঢঙ্গী বাঙালদেশে,1
837,একটা ক্রিম কিনে দে আমিও সুন্দরী হতে চাই,0
838,আন্নের হাসি  আমার ভালা লাগে,0
839,"অসভ্য,বেহায়া মাইয়া।",1
840,দেখলেই কান্না পায়,0
841,শেহজাদ খান বীরকে নিঃশর্তভাবে ভালোবাসার জন্য সবাইকে অনেক ধন্যবাদ,0
842,তুমি আসলেই সুন্দর,0
843,ভেটকি টা নাইস,0
844,--পুরা ৬০ মিনিট আয়নার সামনে দাড়াই দেখলাম,0
845,আর এই মহিলা কে কটকটির মতো লাগে,1
846,পরিবেশ টার চেয়ে তুমি সুন্দর প্রিয়,0
847,মায়াই পড়েছি,0
848,"ভাইয়া আমাদের কুমিল্লায় কবে আসবেন,,,?",0
849,আমি ২০২৭ সালে বাংলাদেশ বিমান বাহিনী হতে চাই ভাইয়া,0
850,খুব সুন্দর...,0
851,এই মোটা মেয়েটার জন্য সিটে জায়গাই হয়না উফ 😡,1
852,বাইং মাছ টা করে কেমন!,1
853,বইন তুই ভালো হবি কবে,1
854,রিক্সাওয়ালার বউয়ের মতো সুন্দর লাগে,1
855,তুই কি মানুষের বাচ্চা,1
856,এইবার গরুর হাটে বিক্রি না হওয়া দুই গরু,1
857,পরিবেশ এরচে তুমি সুন্দর,0
858,Mehazabien Chowdhury নিউইয়র্ক কোন জায়গায় আছেন আপু?,0
859,পা এতো কালো কেনো আপু,1
860,দোয়া রইল ভাই,0
861,অতি সুন্দর লাগছে চৌধুরী সাহেবা,0
862,সাথে তোমার হাসি,0
864,অসাধারণ সুন্দর,0
865,ক্রিম কতটুকু দিয়ে সাদা হইছেন আফা,1
866,এই মহিলার সাথে অই মহিলাও পাগল হয়ে গেছে,1
867,এই খাচ্চর বেডির কাছে দুনিয়ার সব ভালো লাগে,1
868,আফা আপনি নিজেই তো একটা গুলুমুলু বাচ্চা,1
869,সবার প্রিয় মেহেজাবিন আপু,0
870,আমাকেও নিয়ে যেতে পারো না.?,0
871,আমি ২০২৭/২০২৮ সালের মধ্যে একজন বাবা হতে চাই,0
872,নাজিফা ,0
873,আরে রিক্সাওয়ালা আফা যে,1
874,সুন্দর লাগছে আপু!,0
875,"সম্মান করি সেই ভালোবাসাকে, যার শেষ",0
876,এই ছেমড়ি দেশি প্রজাতির গরু না কী,1
877,এই ছেরি তুই কি পাগল আনায়ে দিয়ে তোর চেহারা দেখ,1
878,পেতনী কপিলা পাগলের বাচ্চা।,1
879,"সমস্যা এক টাই,,,  আমি কোনো সপ্নই দেখতে পারি না ঠিক ঠাক ভাবে  তবে ছোট ছোট কিছু করতে মনে চাই।  সেটাও পারফেক্টলি পারি না.",0
880,তিনজনেই প্রিয় খুব,0
881,সাদা পরী লাগছে,1
882,আপু আপনার হাসিটা না আমার ভালো লাগে,0
883,খুব সুন্দার হয়েছে । এবার জংগলে চলে যান জংগলে ভালো মানাবে,1
884,শুভ্রতা ছড়িয়ে আছে,0
885,ভালো লাগার মানুষ,0
886,কটকটি সাজ,1
887,জোসনার ছোট বোন?,0
888,তোমাকে দেখলে অনেক সময় কনফিউজ হয়ে যাই তুমি কি ছেলে না মেয়ে একটু জানাবে.,1
889,তোমারে দেখলে সবসময়ই শরৎ কাল মনে হয়,0
890,শুভ জন্মদিন ভাই,0
891,ডিভোর্স হওয়ার অনেক কারন সেটা হতে পারে শুধুমাত্র পুরুষ এর কারনে হয় তারপর কতগুলো মেয়ের কারনে হয় আবার কতগুলো উভয়ের কারনে হয়।,1
892,পর্দার মধ্যে থেকেও ব্যবসাবানিজ্য করা যায়।,1
893,পাগল ছাগল যে কোথায় থেকে আসে,1
894,"ফেসবুকে আসলে টিকটক প্রতিবন্ধী,ন্যাকামির দোকান রে দেখতে হয়।",1
895,জামা ঠিক করেন অশ্লিল বেডি,1
896,এ মহিলা সত্য কারে পাগল ও বেহায়া টাকা জন্য লজ্জা সরম নাই এত নিচে নামতে এমহিলা ফালতু।,1
897,"সাভাবিক কথা বলেন আপু,,হুদাই ফেইক বাচ্চা বাচ্চা নেকামি কইরেন না,",1
